Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Passengers Booked 2 DtD,Stock Out Occurred,Cheese Platters Sold
15,1,Wednesday,131,129,0,17
10,3,Tuesday,165,150,1,18
17,2,Thursday,161,146,1,19
8,3,Monday,80,76,0,11
17,6,Thursday,122,113,0,17
14,5,Friday,128,117,0,18
18,1,Saturday,165,163,1,17
14,1,Sunday,134,133,0,16
9,1,Friday,153,151,1,19
7,4,Wednesday,127,129,0,14
17,3,Friday,130,126,0,17
3,1,Thursday,107,104,0,11
14,4,Wednesday,149,140,0,20
19,5,Tuesday,165,167,1,16
12,2,Monday,104,101,0,15
17,6,Tuesday,165,166,0,24
17,1,Saturday,165,164,0,20
12,5,Thursday,165,166,0,22
7,4,Thursday,151,139,0,15
7,4,Tuesday,165,160,0,16
12,5,Tuesday,142,133,1,21
5,5,Saturday,135,128,0,13
12,1,Wednesday,165,157,0,22
11,3,Monday,139,135,0,18
21,5,Wednesday,165,158,0,19
13,1,Wednesday,126,118,0,17
15,5,Wednesday,117,109,1,16
12,1,Sunday,137,127,0,16
10,5,Monday,107,104,0,14
10,5,Sunday,124,119,0,16
21,3,Thursday,165,159,0,17
18,1,Sunday,138,138,1,16
12,5,Friday,145,133,0,20
16,4,Sunday,109,100,0,13
17,3,Friday,143,132,0,19
13,2,Friday,141,139,0,18
8,5,Sunday,113,115,0,14
10,2,Wednesday,134,127,0,18
10,4,Saturday,165,160,1,16
20,1,Tuesday,105,103,0,11
19,4,Thursday,115,116,0,16
17,2,Sunday,136,125,0,17
12,2,Sunday,117,108,0,15
6,5,Monday,165,165,0,20
5,1,Sunday,147,145,0,13
5,1,Friday,127,129,0,14
22,2,Sunday,146,143,0,13
19,4,Sunday,165,151,0,21
9,2,Thursday,165,167,0,23
7,3,Monday,156,147,1,15
14,4,Thursday,150,141,0,21
10,4,Thursday,98,93,0,14
15,6,Monday,165,162,1,21
4,5,Tuesday,122,111,0,13
10,3,Friday,130,130,1,18
14,5,Monday,152,153,0,22
14,6,Sunday,139,135,0,19
4,1,Sunday,131,124,0,11
15,4,Saturday,140,139,0,18
14,5,Tuesday,124,113,0,17
18,1,Saturday,165,159,0,20
12,1,Wednesday,131,119,0,18
11,1,Friday,127,115,0,16
19,6,Thursday,116,110,0,17
16,2,Monday,127,115,0,17
18,5,Friday,150,136,0,20
14,2,Monday,115,117,1,16
20,6,Thursday,144,134,1,16
11,6,Sunday,132,125,0,17
8,6,Monday,141,132,0,18
10,5,Wednesday,129,123,0,18
16,2,Thursday,165,152,0,21
10,4,Wednesday,138,127,1,18
19,2,Thursday,165,166,0,22
11,3,Wednesday,161,151,1,19
19,4,Saturday,128,116,1,16
5,1,Tuesday,165,161,0,15
6,6,Sunday,137,131,0,15
21,4,Friday,143,131,0,16
13,4,Wednesday,165,164,1,23
19,5,Friday,138,127,0,19
8,5,Saturday,145,134,0,16
12,2,Wednesday,141,128,0,18
17,6,Thursday,160,155,1,22
12,4,Sunday,126,123,0,16
7,5,Thursday,140,127,1,16
14,6,Wednesday,159,144,1,21
10,4,Thursday,165,161,0,22
4,2,Tuesday,118,115,0,13
7,4,Monday,146,145,0,16
12,6,Tuesday,136,132,0,19
17,4,Tuesday,144,134,1,18
14,3,Monday,165,167,0,22
11,2,Wednesday,135,126,0,17
18,6,Monday,109,111,0,16
19,6,Sunday,117,116,0,15
12,1,Friday,165,156,1,17
11,6,Tuesday,102,95,0,14
12,1,Saturday,153,153,0,18
11,2,Friday,147,144,0,19
13,1,Tuesday,148,138,1,15
10,4,Wednesday,137,130,1,16
16,1,Thursday,130,128,0,17
13,5,Monday,132,129,0,19
10,1,Saturday,93,86,0,11
17,1,Tuesday,165,150,0,22
21,3,Wednesday,129,118,0,13
4,6,Friday,97,95,0,10
12,4,Saturday,135,130,0,18
12,5,Friday,140,128,1,15
21,3,Tuesday,159,144,0,17
12,1,Tuesday,140,135,0,18
7,4,Wednesday,158,150,0,16
18,3,Saturday,148,150,0,18
13,3,Sunday,165,153,1,22
11,5,Tuesday,117,111,0,16
5,2,Sunday,142,131,0,14
18,2,Monday,141,135,0,18
9,5,Saturday,145,135,0,18
14,1,Thursday,165,161,1,18
16,5,Monday,138,133,0,18
9,5,Thursday,113,112,0,15
11,1,Sunday,155,153,0,18
11,6,Thursday,160,153,1,16
8,1,Thursday,158,152,0,21
8,4,Saturday,141,139,0,18
10,4,Monday,165,167,0,21
18,4,Wednesday,145,138,0,19
9,3,Monday,163,147,1,17
14,6,Friday,155,155,0,21
10,3,Monday,132,131,0,18
9,2,Sunday,109,109,0,13
14,4,Thursday,151,146,0,21
8,1,Monday,141,138,0,19
11,2,Wednesday,112,108,0,15
13,2,Thursday,165,160,1,22
8,2,Thursday,139,136,0,19
14,2,Tuesday,165,165,1,21
5,6,Monday,160,158,0,18
2,4,Sunday,165,163,0,16
13,6,Thursday,87,79,0,11
16,6,Sunday,165,153,0,22
8,2,Friday,165,161,0,22
17,6,Tuesday,125,124,0,17
8,6,Monday,165,158,1,19
11,6,Monday,141,143,1,17
12,2,Friday,124,123,0,16
17,3,Monday,96,87,0,12
17,3,Sunday,165,156,0,21
18,6,Monday,139,141,0,20
13,4,Tuesday,162,148,0,21
10,4,Saturday,129,122,0,18
18,1,Sunday,164,150,1,17
15,2,Thursday,165,159,0,20
22,5,Monday,163,152,0,18
15,1,Sunday,137,129,0,17
19,1,Friday,119,120,0,15
17,5,Saturday,138,140,0,17
14,3,Wednesday,115,113,0,16
13,4,Monday,162,146,1,20
5,1,Friday,128,125,0,13
16,6,Wednesday,101,96,0,14
18,6,Thursday,126,117,1,15
8,4,Friday,118,108,0,15
22,4,Saturday,143,133,0,13
15,4,Monday,111,105,0,15
4,4,Tuesday,152,145,0,15
12,5,Sunday,165,154,1,22
10,4,Friday,143,129,1,19
22,1,Friday,160,155,0,15
2,5,Monday,137,129,0,16
14,5,Tuesday,146,132,1,16
9,5,Wednesday,123,112,0,18
4,3,Wednesday,113,108,0,12
4,4,Thursday,159,160,0,17
11,3,Monday,134,123,0,18
11,3,Wednesday,155,151,1,15
19,6,Tuesday,128,127,0,18
6,6,Tuesday,122,116,0,13
17,2,Thursday,132,125,1,15
18,3,Friday,151,147,1,16
19,5,Sunday,165,152,0,20
11,5,Friday,120,111,0,16
16,1,Sunday,165,160,0,20
15,3,Tuesday,113,102,1,16
13,4,Tuesday,158,149,1,16
22,6,Wednesday,121,112,0,13
13,2,Saturday,165,162,1,21
8,4,Thursday,135,133,0,19
8,3,Tuesday,127,129,1,17
13,1,Sunday,165,149,0,19
14,2,Wednesday,157,154,1,22
13,6,Friday,123,122,0,17
13,1,Monday,110,112,0,15
14,3,Friday,165,152,0,22
19,1,Friday,116,117,0,16
17,6,Friday,165,149,1,21
13,5,Saturday,64,62,0,8
16,4,Friday,148,142,1,16
21,2,Saturday,165,157,0,15
11,6,Saturday,92,83,0,11
13,2,Monday,127,122,0,16
11,6,Thursday,160,150,0,21
20,1,Tuesday,106,103,0,11
14,1,Thursday,120,121,0,15
13,1,Saturday,105,95,0,13
15,1,Saturday,149,148,0,18
7,4,Saturday,132,126,0,12
13,6,Tuesday,99,94,0,14
17,4,Sunday,77,76,0,10
20,6,Thursday,165,152,0,18
16,4,Sunday,126,121,0,17
11,4,Saturday,139,140,0,17
9,2,Saturday,121,122,0,15
13,3,Wednesday,121,119,0,16
15,3,Tuesday,131,120,0,19
5,1,Friday,127,124,0,12
10,2,Saturday,152,139,0,18
14,4,Sunday,153,141,1,16
8,1,Tuesday,164,150,0,21
14,4,Monday,145,132,0,19
6,5,Friday,165,163,0,19
16,2,Tuesday,147,133,0,19
17,2,Monday,165,166,1,16
12,6,Tuesday,143,137,1,20
19,5,Sunday,100,94,0,12
14,5,Tuesday,156,157,1,15
14,6,Thursday,120,114,1,15
14,6,Sunday,165,154,1,15
8,1,Wednesday,160,162,0,21
11,4,Tuesday,165,149,0,23
9,4,Wednesday,124,122,0,17
2,5,Tuesday,165,154,0,17
16,1,Monday,162,148,0,21
8,5,Wednesday,148,139,0,20
5,4,Thursday,104,102,0,11
8,1,Friday,107,108,0,14
17,3,Monday,139,132,0,19
10,4,Sunday,151,146,0,20
11,2,Thursday,135,137,0,19
11,3,Monday,144,140,0,19
20,6,Monday,116,109,0,12
10,6,Wednesday,105,99,0,14
22,4,Wednesday,121,122,0,13
17,3,Friday,121,110,0,16
12,6,Sunday,153,154,1,18
16,1,Monday,106,97,0,14
10,4,Thursday,123,111,0,17
13,3,Thursday,122,111,0,15
5,6,Thursday,113,111,0,12
18,5,Saturday,130,123,0,16
12,6,Thursday,147,149,1,21
12,6,Sunday,141,130,0,18
14,2,Thursday,124,114,0,17
15,1,Tuesday,165,153,0,22
13,6,Monday,125,127,0,17
10,3,Monday,142,134,0,20
13,6,Friday,161,148,1,19
7,2,Monday,165,154,0,17
9,3,Tuesday,165,166,1,20
14,2,Thursday,147,139,0,18
19,4,Wednesday,155,148,0,21
20,2,Thursday,157,146,0,15
19,6,Sunday,165,158,1,17
10,4,Wednesday,107,102,0,14
8,4,Sunday,138,137,0,19
20,1,Sunday,153,155,0,14
8,4,Thursday,134,130,0,18
18,3,Thursday,165,158,1,16
15,2,Friday,165,158,0,22
17,2,Saturday,140,134,0,17
7,5,Tuesday,99,97,0,10
10,4,Wednesday,141,135,1,18
18,4,Wednesday,140,136,1,19
14,6,Tuesday,137,137,0,18
13,2,Friday,159,149,0,20
20,2,Monday,152,154,0,16
9,5,Saturday,135,133,0,17
9,3,Saturday,124,115,0,15
17,2,Monday,97,92,0,13
15,1,Sunday,111,112,0,14
13,6,Thursday,137,137,0,20
20,2,Monday,156,152,1,16
4,3,Tuesday,123,116,0,12
12,4,Sunday,165,150,1,17
8,3,Tuesday,165,165,1,15
23,1,Wednesday,122,121,0,13
15,5,Friday,150,144,0,21
15,3,Saturday,158,160,1,20
21,5,Monday,165,166,1,18
13,4,Saturday,127,117,1,17
20,5,Saturday,134,136,0,13
11,2,Tuesday,165,151,0,21
18,2,Saturday,165,166,0,21
9,1,Wednesday,149,151,0,19
11,5,Saturday,119,108,0,16
9,6,Wednesday,112,102,0,15
8,3,Tuesday,97,95,0,13
9,6,Saturday,159,146,1,22
15,2,Tuesday,138,137,1,18
12,5,Tuesday,114,116,1,15
11,1,Thursday,145,135,0,18
15,3,Thursday,120,119,1,15
19,4,Friday,153,139,0,20
16,4,Monday,152,151,0,22
18,4,Wednesday,132,125,0,18
8,6,Sunday,163,163,1,18
4,1,Monday,121,112,0,11
19,4,Sunday,165,151,1,18
16,1,Wednesday,165,160,0,21
13,3,Wednesday,141,137,0,19
8,6,Sunday,142,139,1,17
17,4,Tuesday,165,167,1,19
17,3,Saturday,104,100,0,12
14,2,Saturday,129,123,0,15
11,2,Wednesday,154,148,1,16
11,2,Wednesday,159,146,1,15
12,5,Sunday,129,124,0,16
12,1,Friday,151,142,1,16
9,6,Saturday,165,150,0,21
7,3,Monday,150,143,1,15
20,6,Wednesday,129,118,0,14
14,3,Thursday,153,142,0,21
10,4,Wednesday,92,83,0,13
13,3,Wednesday,165,152,1,17
10,4,Thursday,154,155,0,21
15,2,Wednesday,137,124,0,17
9,6,Thursday,146,141,0,20
5,1,Wednesday,120,116,0,12
19,3,Sunday,165,166,0,22
13,5,Thursday,148,143,0,20
7,2,Saturday,149,150,0,14
11,6,Saturday,165,166,1,19
16,6,Thursday,145,140,0,20
10,3,Sunday,137,139,0,16
12,6,Friday,163,155,1,22
11,5,Tuesday,165,158,0,23
16,1,Wednesday,133,133,0,18
10,3,Tuesday,165,156,1,18
19,3,Tuesday,124,120,0,17
15,3,Friday,112,104,0,15
2,1,Sunday,165,150,0,14
5,1,Saturday,77,77,0,7
4,2,Wednesday,161,148,1,15
20,1,Wednesday,139,136,0,14
13,4,Saturday,100,96,0,12
8,6,Monday,119,115,0,18
20,1,Friday,151,146,0,15
4,5,Sunday,146,144,0,14
8,3,Thursday,91,85,0,13
13,5,Wednesday,163,160,0,23
23,4,Monday,125,126,0,13
11,6,Sunday,157,150,0,20
13,2,Monday,117,119,0,14
11,4,Wednesday,165,156,0,21
15,5,Sunday,106,102,0,12
14,4,Monday,165,163,1,21
14,4,Tuesday,115,106,0,16
7,5,Friday,159,148,0,17
7,1,Saturday,146,147,0,13
8,2,Tuesday,143,138,0,19
17,5,Saturday,130,119,1,17
11,2,Saturday,165,153,0,20
17,5,Monday,130,117,1,15
19,1,Wednesday,149,144,0,21
14,3,Monday,144,131,0,18
8,3,Wednesday,130,119,0,18
8,6,Saturday,165,162,0,20
17,4,Saturday,165,164,0,21
11,4,Thursday,113,105,0,15
12,6,Tuesday,165,167,0,24
3,1,Monday,115,117,0,10
11,1,Thursday,143,129,0,19
4,2,Friday,165,157,1,16
12,4,Tuesday,165,158,0,21
18,1,Tuesday,117,112,0,15
18,6,Thursday,152,139,1,20
7,1,Monday,165,157,1,16
16,6,Tuesday,141,138,1,19
6,4,Tuesday,84,78,0,9
14,5,Monday,131,120,0,20
8,3,Tuesday,165,154,1,21
1,2,Tuesday,130,127,0,13
5,3,Saturday,134,133,0,13
6,4,Thursday,165,151,1,16
13,3,Tuesday,116,118,0,16
11,6,Thursday,165,167,1,18
13,5,Wednesday,118,120,0,16
7,6,Saturday,165,163,0,16
20,2,Thursday,165,165,0,17
10,2,Friday,124,123,0,16
18,4,Wednesday,138,136,0,18
22,3,Wednesday,105,101,0,11
11,6,Friday,165,150,1,20
17,4,Sunday,119,112,0,13
9,2,Sunday,115,108,0,15
6,2,Wednesday,126,115,0,12
16,6,Sunday,151,147,1,16
9,2,Thursday,102,93,0,14
8,5,Tuesday,132,128,0,18
8,2,Wednesday,149,145,1,18
16,3,Friday,130,127,0,18
19,6,Wednesday,111,104,0,15
12,2,Sunday,108,107,0,13
19,5,Monday,118,108,0,16
22,5,Wednesday,159,160,1,16
16,2,Monday,161,154,1,18
12,2,Thursday,123,116,1,15
17,1,Saturday,165,164,1,16
10,3,Sunday,116,109,0,14
14,5,Monday,127,122,0,18
11,3,Tuesday,165,166,0,22
14,6,Saturday,133,121,0,18
7,1,Sunday,136,129,0,11
6,1,Thursday,136,130,0,14
9,2,Monday,136,127,0,18
7,3,Thursday,138,126,0,15
18,6,Wednesday,165,159,0,23
18,5,Thursday,164,159,0,23
11,3,Friday,160,155,0,21
13,4,Tuesday,117,116,0,17
22,4,Tuesday,165,163,0,18
23,5,Tuesday,138,128,1,15
21,6,Tuesday,137,127,0,14
12,2,Sunday,140,134,0,17
10,5,Monday,145,143,1,19
13,5,Monday,146,133,0,20
18,4,Wednesday,155,150,0,20
18,4,Thursday,164,166,1,21
13,6,Saturday,165,161,1,15
16,4,Sunday,113,115,0,14
17,3,Tuesday,147,136,0,19
13,4,Tuesday,157,155,0,20
12,1,Thursday,122,122,0,16
13,1,Tuesday,92,88,0,11
7,4,Sunday,136,131,0,14
17,5,Tuesday,101,100,0,13
17,3,Wednesday,122,116,0,16
16,6,Saturday,142,140,0,20
20,3,Friday,144,139,0,15
21,4,Wednesday,139,126,0,14
15,2,Tuesday,119,118,0,15
15,6,Saturday,108,101,0,14
7,3,Sunday,165,166,0,17
10,1,Wednesday,121,113,0,15
12,2,Tuesday,136,129,1,17
16,4,Saturday,143,145,1,16
17,3,Friday,145,140,1,15
7,1,Saturday,161,163,0,15
11,4,Thursday,138,129,0,18
16,5,Thursday,151,148,0,22
8,1,Tuesday,112,102,0,15
18,2,Saturday,165,164,1,18
20,4,Wednesday,146,141,0,15
16,3,Monday,157,158,0,23
2,1,Saturday,147,134,0,13
2,5,Saturday,132,131,0,13
7,6,Friday,149,142,1,15
12,5,Thursday,122,116,0,16
12,4,Friday,109,105,0,15
15,3,Tuesday,131,125,0,18
6,3,Tuesday,165,149,0,18
15,1,Monday,165,156,0,22
12,4,Thursday,163,158,0,23
15,5,Tuesday,86,81,0,12
15,4,Monday,150,145,0,22
12,6,Thursday,119,113,0,18
9,6,Tuesday,158,160,1,17
22,6,Monday,158,149,0,19
17,6,Friday,163,155,1,20
17,6,Thursday,165,167,1,16
10,2,Monday,127,116,0,17
11,3,Wednesday,146,141,0,18
16,2,Wednesday,154,147,0,20
16,1,Wednesday,164,162,1,21
16,5,Friday,116,115,0,16
10,2,Monday,117,118,0,15
17,5,Saturday,165,157,0,21
11,3,Thursday,146,140,0,19
11,5,Sunday,142,132,0,17
13,5,Friday,127,117,0,18
15,3,Thursday,140,137,0,18
10,1,Thursday,153,148,0,19
18,3,Tuesday,140,137,1,18
11,3,Monday,151,139,0,19
11,1,Friday,165,149,1,15
12,6,Sunday,109,108,0,14
15,2,Monday,117,111,0,15
10,3,Friday,135,133,1,18
16,3,Sunday,111,101,0,15
9,5,Sunday,97,90,0,13
15,6,Monday,165,158,0,24
14,5,Tuesday,165,150,0,22
16,6,Monday,109,102,0,16
16,5,Monday,123,111,1,15
21,5,Saturday,116,106,0,11
15,3,Wednesday,165,151,0,23
10,2,Saturday,165,167,0,21
13,6,Saturday,147,140,0,19
12,5,Monday,144,139,0,20
10,6,Tuesday,109,110,0,15
8,2,Friday,165,165,1,19
9,5,Saturday,151,145,1,18
13,4,Saturday,118,117,0,15
14,4,Wednesday,147,135,0,20
2,3,Thursday,165,163,0,17
4,1,Friday,91,84,0,9
11,3,Monday,165,150,0,22
19,3,Monday,134,126,0,17
13,3,Sunday,131,126,0,18
13,2,Sunday,87,84,0,10
12,2,Tuesday,165,156,0,22
20,1,Monday,125,125,0,12
12,5,Sunday,141,128,0,19
17,3,Monday,162,150,0,21
14,6,Wednesday,165,159,1,24
17,3,Wednesday,140,137,0,19
8,1,Thursday,143,134,0,19
2,3,Wednesday,156,153,0,16
14,4,Sunday,144,135,0,19
6,4,Monday,150,150,0,16
2,6,Tuesday,165,162,0,17
14,1,Thursday,157,150,1,18
12,4,Tuesday,106,104,0,14
19,5,Friday,125,120,0,16
16,1,Tuesday,158,155,0,20
14,1,Friday,128,129,0,18
19,6,Sunday,165,150,1,15
16,4,Sunday,128,120,0,16
15,1,Sunday,140,133,0,16
12,3,Tuesday,107,98,0,13
11,5,Saturday,150,148,0,21
17,5,Friday,114,113,0,16
12,2,Wednesday,165,160,1,16
13,3,Friday,158,144,0,20
1,1,Friday,156,144,0,16
19,2,Saturday,123,116,0,16
14,2,Tuesday,129,120,0,17
20,4,Saturday,79,75,0,7
21,6,Tuesday,129,121,0,14
23,4,Friday,165,160,0,17
15,5,Sunday,142,131,0,18
1,3,Wednesday,165,154,0,16
8,4,Wednesday,116,109,0,16
18,6,Monday,128,120,1,17
3,2,Saturday,84,86,0,8
20,4,Friday,119,109,0,13
8,4,Saturday,146,140,0,19
18,2,Friday,147,142,0,19
10,1,Thursday,124,117,0,15
21,1,Monday,155,156,0,15
8,4,Monday,124,120,0,18
13,4,Tuesday,144,137,1,17
6,3,Thursday,121,123,0,13
9,3,Friday,133,133,0,18
17,4,Friday,165,150,1,23
11,3,Wednesday,136,136,0,18
14,1,Tuesday,135,125,0,18
9,4,Wednesday,143,131,1,16
18,5,Saturday,129,131,1,15
15,5,Saturday,142,133,1,17
7,4,Thursday,123,113,0,13
11,6,Friday,153,138,0,22
11,2,Wednesday,113,109,0,15
18,3,Saturday,86,88,0,11
5,2,Friday,165,151,0,17
14,4,Saturday,121,116,0,16
21,2,Wednesday,155,142,0,15
9,4,Monday,141,136,0,19
13,4,Thursday,104,97,0,14
10,1,Wednesday,130,130,0,16
11,4,Tuesday,99,92,0,13
11,4,Thursday,165,155,1,15
7,2,Saturday,157,149,0,14
13,2,Monday,113,112,0,15
21,1,Sunday,149,139,0,14
16,2,Monday,161,156,1,15
19,2,Monday,164,157,1,23
16,6,Friday,119,121,0,16
11,1,Tuesday,148,150,0,19
11,1,Thursday,141,133,0,17
10,4,Saturday,140,137,0,18
17,5,Friday,165,157,1,21
20,3,Tuesday,165,161,0,18
11,4,Wednesday,149,140,0,19
10,2,Monday,153,150,1,19
14,2,Friday,118,111,0,16
21,3,Monday,144,140,0,15
13,6,Sunday,165,153,0,22
5,2,Thursday,135,135,0,14
12,2,Friday,97,88,0,13
8,4,Saturday,153,138,0,20
12,6,Thursday,134,128,0,20
12,1,Thursday,165,164,0,22
5,3,Monday,123,114,0,12
12,1,Thursday,117,113,0,15
19,5,Tuesday,145,131,0,20
10,1,Saturday,107,102,0,13
19,3,Wednesday,110,99,0,15
9,1,Friday,137,130,0,18
3,3,Saturday,165,161,0,15
19,5,Wednesday,118,111,0,17
18,2,Thursday,124,114,0,17
16,6,Sunday,89,84,0,12
5,5,Saturday,125,127,0,13
20,1,Wednesday,134,125,0,13
20,5,Sunday,164,156,0,16
16,2,Monday,146,135,1,17
18,4,Tuesday,157,144,0,21
12,6,Saturday,138,138,0,18
17,5,Thursday,127,127,0,18
20,5,Thursday,90,90,0,10
9,5,Friday,162,156,0,22
14,6,Saturday,148,136,0,20
7,5,Monday,148,143,0,16
16,4,Thursday,116,107,0,17
14,5,Saturday,138,138,0,18
16,3,Monday,163,160,1,18
15,4,Saturday,81,82,0,11
10,4,Saturday,88,83,0,12
11,5,Saturday,151,148,0,19
16,3,Wednesday,111,111,0,16
14,4,Sunday,165,166,0,21
19,1,Wednesday,155,145,0,20
19,3,Friday,131,119,0,17
7,4,Saturday,129,119,0,12
14,3,Sunday,153,146,0,18
13,2,Thursday,126,123,0,16
17,3,Wednesday,138,140,0,17
16,2,Thursday,137,133,1,15
11,2,Sunday,165,156,1,18
15,5,Tuesday,156,141,0,20
16,4,Friday,150,150,0,19
8,6,Sunday,145,136,0,19
13,4,Tuesday,165,164,1,19
16,5,Sunday,112,101,0,14
9,4,Thursday,99,90,0,14
18,4,Sunday,122,120,0,15
11,3,Wednesday,124,119,0,17
7,4,Thursday,160,162,0,17
11,3,Saturday,145,137,0,17
12,2,Wednesday,100,94,0,13
19,5,Thursday,128,116,0,18
11,3,Wednesday,144,130,0,19
3,1,Monday,150,140,0,14
12,1,Wednesday,157,155,1,21
10,6,Wednesday,102,92,0,15
8,3,Thursday,151,153,1,18
14,5,Tuesday,159,154,1,22
5,1,Thursday,134,124,0,14
16,4,Thursday,165,164,0,23
18,2,Friday,127,122,0,17
15,5,Monday,126,127,0,17
7,6,Thursday,156,149,0,17
4,6,Saturday,165,167,0,14
14,3,Tuesday,163,165,1,19
17,1,Wednesday,137,138,0,16
15,2,Saturday,163,154,0,19
13,2,Tuesday,141,140,1,20
9,2,Thursday,152,151,0,21
15,1,Thursday,150,150,0,20
8,4,Monday,143,140,1,20
4,2,Friday,124,114,0,13
3,1,Monday,127,118,0,12
8,2,Thursday,135,133,1,18
15,1,Sunday,157,150,0,19
15,4,Tuesday,137,126,1,18
16,3,Thursday,146,138,1,19
9,3,Tuesday,165,163,1,16
17,1,Monday,141,129,1,16
12,5,Monday,143,140,0,20
15,1,Saturday,146,136,0,18
3,3,Monday,165,164,0,18
10,2,Tuesday,76,71,0,10
5,3,Sunday,149,143,0,13
10,2,Thursday,115,112,0,15
7,4,Monday,115,115,0,12
17,6,Sunday,165,159,1,22
14,4,Monday,154,152,1,19
8,4,Friday,155,155,0,20
21,4,Tuesday,157,153,1,17
6,6,Sunday,165,162,0,17
5,2,Sunday,132,129,0,12
14,1,Sunday,165,156,1,16
14,3,Wednesday,126,120,1,16
11,2,Wednesday,94,93,0,12
20,4,Wednesday,165,158,1,17
4,3,Friday,119,112,0,13
20,4,Friday,110,105,0,12
15,1,Tuesday,165,167,1,19
12,3,Tuesday,165,164,0,22
15,4,Friday,165,164,1,16
9,3,Thursday,154,147,0,21
4,2,Friday,165,151,1,15
15,2,Friday,106,108,0,13
15,1,Saturday,142,144,0,17
9,2,Sunday,146,137,0,17
12,3,Saturday,109,99,0,14
8,2,Thursday,165,157,0,21
9,6,Saturday,165,165,1,17
3,3,Tuesday,113,111,0,12
14,1,Wednesday,149,150,1,18
19,2,Monday,136,132,0,17
13,6,Thursday,165,166,1,18
8,2,Monday,165,158,1,21
13,2,Wednesday,106,103,0,14
8,2,Tuesday,115,108,0,15
10,1,Monday,96,92,0,13
20,6,Sunday,150,150,1,15
10,2,Thursday,117,119,0,15
18,3,Tuesday,165,160,0,21
11,1,Tuesday,117,107,0,14
12,5,Sunday,138,131,1,15
19,2,Friday,165,160,0,21
6,5,Friday,144,131,0,15
18,2,Friday,109,101,0,15
15,5,Sunday,144,143,1,18
8,6,Monday,126,128,0,17
8,5,Thursday,145,143,1,20
17,1,Thursday,133,129,0,17
9,5,Thursday,146,138,0,20
21,3,Sunday,115,107,0,11
16,1,Sunday,161,146,0,19
5,1,Monday,165,167,0,16
13,5,Friday,135,127,0,18
18,6,Tuesday,133,121,0,18
15,5,Thursday,154,151,0,23
17,4,Wednesday,136,130,0,18
16,5,Sunday,121,113,0,17
7,2,Thursday,150,142,0,14
11,1,Monday,133,123,1,17
2,5,Wednesday,98,99,0,10
17,1,Monday,125,124,0,15
21,5,Sunday,118,112,0,11
15,6,Wednesday,96,91,0,14
11,6,Monday,144,133,0,20
7,6,Thursday,138,138,0,15
14,5,Wednesday,142,140,0,18
6,3,Friday,165,162,0,17
10,5,Sunday,165,150,1,18
18,1,Sunday,136,132,0,16
8,1,Friday,156,157,0,19
17,1,Sunday,152,142,0,18
8,1,Sunday,147,143,0,18
11,4,Monday,143,139,0,19
15,4,Monday,165,162,1,23
19,5,Saturday,133,125,0,17
0,4,Friday,134,127,0,15
12,1,Sunday,131,128,0,16
6,6,Thursday,146,137,0,15
9,5,Tuesday,135,131,1,16
17,6,Sunday,157,143,1,20
12,4,Saturday,150,137,0,18
23,5,Saturday,115,109,0,12
19,4,Friday,103,99,0,14
9,5,Sunday,165,155,1,21
9,4,Monday,158,144,0,21
8,6,Tuesday,158,145,0,22
14,2,Saturday,121,120,0,14
7,2,Saturday,165,162,0,16
14,5,Monday,121,115,0,17
20,6,Friday,151,153,0,17
12,4,Monday,111,100,0,15
10,4,Wednesday,136,129,0,18
16,4,Friday,165,159,0,23
9,5,Saturday,141,129,0,18
15,5,Thursday,154,139,0,21
18,4,Monday,105,102,0,14
16,2,Friday,165,156,0,22
16,4,Friday,153,155,0,20
14,3,Monday,158,157,0,19
13,6,Wednesday,121,115,0,17
19,6,Sunday,146,146,0,19
7,4,Friday,141,136,0,15
7,1,Thursday,160,161,0,16
13,3,Friday,146,145,1,16
12,1,Thursday,115,113,0,16
16,5,Thursday,143,136,0,19
19,3,Friday,165,161,0,22
12,4,Wednesday,165,154,0,22
20,5,Wednesday,151,153,1,16
20,4,Saturday,119,108,0,11
6,6,Thursday,132,129,0,14
14,4,Wednesday,118,113,1,15
17,2,Thursday,137,135,1,18
9,6,Saturday,157,157,1,16
3,2,Sunday,149,147,0,13
8,3,Wednesday,153,147,0,21
19,4,Tuesday,114,116,0,16
8,3,Wednesday,136,134,0,18
14,6,Wednesday,148,146,0,21
8,2,Monday,148,138,1,20
10,2,Saturday,149,148,0,18
21,2,Friday,128,123,0,13
11,3,Thursday,165,159,0,23
21,1,Tuesday,99,97,0,9
8,5,Monday,119,112,0,17
18,2,Monday,149,139,1,15
17,1,Friday,95,91,0,12
16,4,Wednesday,116,118,0,16
8,1,Tuesday,154,148,0,20
9,1,Thursday,165,159,0,20
19,4,Thursday,133,134,0,19
9,2,Sunday,144,131,1,16
10,5,Monday,159,158,1,21
19,4,Friday,136,131,0,19
5,2,Wednesday,165,167,0,15
15,2,Thursday,146,144,0,19
15,3,Friday,122,123,0,14
12,5,Thursday,165,166,1,16
16,4,Saturday,103,101,0,13
13,4,Friday,135,130,1,16
4,3,Thursday,122,110,0,13
3,2,Wednesday,165,166,1,17
9,3,Thursday,125,116,0,17
7,5,Saturday,165,152,0,17
10,3,Wednesday,159,157,1,18
9,4,Sunday,81,73,0,10
17,4,Monday,91,93,0,12
